"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2085","ITS HERE! Cant wait to take this guy out! 

2013 Scott CR1 Pro from Top Tier Cycles in Florida

@bikeonscott… https://t.co/rj2PH6qOkS",FALSE,1,NA,2020-05-12 21:03:24,TRUE,NA,"1260314659191578624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zachsbikeblog",0,FALSE,FALSE,NA,NA
"2086","Work hard. Play hard. Silver Strong. <f0><U+009F><U+0092><U+00AA>

SIGN UP &amp; SAVE 25% ON YOUR FIRST ORDER - SHOP NOW: https://t.co/pwCHmhD7oi… https://t.co/S0RBcYJo7u",FALSE,1,NA,2020-05-12 21:00:57,TRUE,NA,"1260314040158609412",NA,"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>","SilverBiotics",0,FALSE,FALSE,NA,NA
"2087","@BorisJohnson - Let's talk sport. You've had everyone sat at home for two months you need to get people active agai… https://t.co/43s8QZtczk",FALSE,0,"BorisJohnson",2020-05-12 20:40:40,TRUE,NA,"1260308936172941313","3131144855","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BusinessIno",0,FALSE,FALSE,NA,NA
"2088","RT @IGsportsltd: I’m hosting another live PE lesson for primary aged children @ 11:00am on our facebook page. 
#physicaleducation #pe #prim…",FALSE,0,NA,2020-05-12 20:25:29,FALSE,NA,"1260305115044511745",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RodeVillage",1,TRUE,FALSE,NA,NA
"2089","All day in Alma. 
#Active sneakers designed to keep you moving. Our signature Vio-Motion™ Support includes three-zo… https://t.co/x1EGbBGTs8",FALSE,2,NA,2020-05-12 20:01:07,TRUE,NA,"1260298984914108416",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","vionicshoes",0,FALSE,FALSE,NA,NA
"2090","Home Workout Session
#workout #fitness #training #strong #active #fitfam #lifestyle #sport #fitspo #fitlife… https://t.co/3tu2vf30Gf",FALSE,1,NA,2020-05-12 19:22:56,TRUE,NA,"1260289373075116033",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","HarmonyWorkout",0,FALSE,FALSE,NA,NA
"2091","RT @ModeshiftSTARS: How far have you been going on your #active adventures? We'd love to see your journeys - and even any artwork you're cr…",FALSE,0,NA,2020-05-12 19:17:25,FALSE,NA,"1260287984919736321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yassan_GPS",3,TRUE,FALSE,NA,NA
"2092","Lockedin Magazine is looking for for HORROR Films to watch! Post your favorite horror movie and stay #LockedIN with… https://t.co/GUXkPHaA7w",FALSE,0,NA,2020-05-12 19:15:14,TRUE,NA,"1260287437873598464",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LockedINMag",0,FALSE,FALSE,NA,NA
"2093","#Active #cases declined again as #scientific experts consider re-opening of schools in September https://t.co/vNLFkWUZZ3",FALSE,0,NA,2020-05-12 19:00:11,FALSE,NA,"1260283647032274945",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","CDNewsDispatch",0,FALSE,FALSE,NA,NA
"2094","RT @Net1Nora: https://t.co/fhQ8D2fq1Y Check out this free app <f0><U+009F><U+0091><U+0086> It pays to #StayHome and be active..
.
.
.
.
.
#running #Coins #money #twit…",FALSE,0,NA,2020-05-12 18:59:33,FALSE,NA,"1260283488378462208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Harinko82",1,TRUE,FALSE,NA,NA
"2095","Like a drawing…<U+2728><f0><U+009F><U+008E><U+00A8><f0><U+009F><U+0096><U+008C>

#LAStyle #Disegno #Drawing #Art #Arte #Draw #Sketch #Milano #Italia #Italy #Love #Creative… https://t.co/uSUmfZrSI7",FALSE,3,NA,2020-05-12 18:57:19,TRUE,NA,"1260282925666492417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnzanoLuca",0,FALSE,FALSE,NA,NA
"2096","#Buy and #Hold? Or #Active #Management? - Making of a Millionaire - Medium https://t.co/RPWrB0UmdN",FALSE,1,NA,2020-05-12 18:56:06,FALSE,NA,"1260282619301937154",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aj_alshaali",0,FALSE,FALSE,NA,NA
"2097","Hear more from our Champions about why they were choosing bus for their daily journeys! #lovemybus 

#planet #save… https://t.co/iXXVlUqsta",FALSE,1,NA,2020-05-12 18:55:11,TRUE,NA,"1260282390292938752",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lovemybus_",0,FALSE,FALSE,NA,NA
"2098","RT @juliathrift: Important commitment in small print of govt's post-COVID plan: '... underlying #health conditions and #obesity are risk fa…",FALSE,0,NA,2020-05-12 18:53:50,FALSE,NA,"1260282051162509321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TCPAHealth",6,TRUE,FALSE,NA,NA
"2099","<f0><U+009F><U+0093><U+00A3> New Podcast! ""One on One with Jimmy Olsen - 05122020 Andy Roat"" on @Spreaker #5k #active #eastvillage #exercise… https://t.co/kopFUhBZkl",FALSE,0,NA,2020-05-12 18:38:52,TRUE,NA,"1260278284199309315",NA,"<a href=""https://www.spreaker.com"" rel=""nofollow"">Spreaker</a>","mybuddyjimmy",0,FALSE,FALSE,NA,NA
"2100","RT @UofGSport: Friends who train together, stay together! As we enter a new week of #lockdown let’s keep connected.  The @UofGSport #wellbe…",FALSE,0,NA,2020-05-12 18:32:05,FALSE,NA,"1260276577956515842",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UofGJohnFinch",2,TRUE,FALSE,NA,NA
"2101","RT @k2mcheeta: #Active rhoge na..
@Poojameena110
@fularammeghwal
@FOUNDERofMMES
@rajkaranda
@sk_cheeta
@Rajcheeta
@tribalVoice_
@Vickyverma…",FALSE,0,NA,2020-05-12 18:24:04,FALSE,NA,"1260274559338471425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","malviya_nagu",8,TRUE,FALSE,NA,NA
"2102","RT @k2mcheeta: #Active rhoge na..
@Poojameena110
@fularammeghwal
@FOUNDERofMMES
@rajkaranda
@sk_cheeta
@Rajcheeta
@tribalVoice_
@Vickyverma…",FALSE,0,NA,2020-05-12 18:23:35,FALSE,NA,"1260274439570124800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Haasim786_",8,TRUE,FALSE,NA,NA
"2103","RT @k2mcheeta: #Active rhoge na..
@Poojameena110
@fularammeghwal
@FOUNDERofMMES
@rajkaranda
@sk_cheeta
@Rajcheeta
@tribalVoice_
@Vickyverma…",FALSE,0,NA,2020-05-12 18:22:18,FALSE,NA,"1260274116956958721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sayyedmohdnawab",8,TRUE,FALSE,NA,NA
"2104","RT @k2mcheeta: #Active rhoge na..
@Poojameena110
@fularammeghwal
@FOUNDERofMMES
@rajkaranda
@sk_cheeta
@Rajcheeta
@tribalVoice_
@Vickyverma…",FALSE,0,NA,2020-05-12 18:21:19,FALSE,NA,"1260273867593060352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vickyverma49",8,TRUE,FALSE,NA,NA
"2105","#Active rhoge na..
@Poojameena110
@fularammeghwal
@FOUNDERofMMES
@rajkaranda
@sk_cheeta
@Rajcheeta
@tribalVoice_… https://t.co/Xvy3p7Kj4v",FALSE,15,NA,2020-05-12 18:19:33,TRUE,NA,"1260273423474810884",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","k2mcheeta",8,FALSE,FALSE,NA,NA
"2106","RT @andymac_27: #peace is an #active state. https://t.co/FI2Q16YPFs",FALSE,0,NA,2020-05-12 18:18:20,FALSE,NA,"1260273116330242055",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Purpledebbles",1,TRUE,FALSE,NA,NA
"2107","RT @bisethe: #academy of Christ 

#jesus #jesuschrist #christ
#god #holyspirit #holy #spirit 
#bibleverse #bible #scripture 
#jesuslovesyou…",FALSE,0,NA,2020-05-12 18:10:45,FALSE,NA,"1260271207187873792",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Tujye kunywa</a>","TujyeKunywa",1,TRUE,FALSE,NA,NA
"2108","#ICYMI MASP hosted a Virtual Swim <f0><U+009F><U+008F><U+008A> Clinic to get you #Active and prepare for the #WarriorGames.
 #MASP Spring Swim… https://t.co/Ry8vtzbb1N",FALSE,0,NA,2020-05-12 18:09:06,TRUE,NA,"1260270795248603136",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WarriorCare",0,FALSE,FALSE,NA,NA
"2109","RT @TSMN_TStvMedia: #StoriesFromHome #Episode8 w/ the #DynamicSiblingDuo of @ysp_vivan &amp; Renae.  Tune into today's episode feat an #Online…",FALSE,0,NA,2020-05-12 18:08:28,FALSE,NA,"1260270634631868418",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RickBaran",2,TRUE,FALSE,NA,NA
"2110","#StoriesFromHome #Episode8 w/ the #DynamicSiblingDuo of @ysp_vivan &amp; Renae.  Tune into today's episode feat an… https://t.co/PoDpkGHmXc",FALSE,2,NA,2020-05-12 18:07:34,TRUE,NA,"1260270405769723905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TSMN_TStvMedia",2,FALSE,FALSE,NA,NA
"2111","Set goals stay #Active",FALSE,3,NA,2020-05-12 18:05:30,FALSE,NA,"1260269886179246081",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ray2Active",0,FALSE,FALSE,NA,NA
"2112","Wow, Cole! What a great way to take your #learning #outdoors. Thank you for sharing #hardworking #active https://t.co/vGB3fQxXlb",FALSE,9,NA,2020-05-12 18:04:13,FALSE,NA,"1260269565935792133",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LanarkPrimary",0,FALSE,FALSE,NA,NA
"2113","#academy of Christ 

#jesus #jesuschrist #christ
#god #holyspirit #holy #spirit 
#bibleverse #bible #scripture… https://t.co/XtpoLg5KSh",FALSE,0,NA,2020-05-12 18:04:13,TRUE,NA,"1260269565830987776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bisethe",1,FALSE,FALSE,NA,NA
"2114","Tips and resources when communicating with older adults about the importance of staying active during this time.… https://t.co/GbgbNeNB2k",FALSE,1,NA,2020-05-12 18:01:11,TRUE,NA,"1260268800571781122",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","TriadHomeHelper",1,FALSE,FALSE,NA,NA
"2115","Our P1/2 have been busy with our Virtual Sports Day today! Great throwing and Jumping #active #fit https://t.co/bgMkZqa1id",FALSE,17,NA,2020-05-12 18:00:42,FALSE,NA,"1260268678039384064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","St_Lukes_Pr",0,FALSE,FALSE,NA,NA
"2116","KNEE SUPPORT with the benefits of #COMPRESSION and #KINESIOLOGY TAPING - Let’s stay #active https://t.co/up375ppZXC https://t.co/5XjGWdi4ae",FALSE,1,NA,2020-05-12 17:57:25,FALSE,NA,"1260267853091045378",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gosleeves4life",0,FALSE,FALSE,NA,NA
"2117","New fingerless gloves arriving today.  I go through these so fast. 

How long do your gloves last for your… https://t.co/MkE5OV8C3X",FALSE,0,NA,2020-05-12 17:52:22,TRUE,NA,"1260266583236112385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SpareMeJeremy",0,FALSE,FALSE,NA,NA
"2118","RT @ModeshiftSTARS: How far have you been going on your #active adventures? We'd love to see your journeys - and even any artwork you're cr…",FALSE,0,NA,2020-05-12 17:37:37,FALSE,NA,"1260262871931510784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nickbutler939",3,TRUE,FALSE,NA,NA
"2119","RT @sported_UK: We're really excited to launch #GirlsUnite live at lunch with @Womeninsport_uk 
Every fortnight we'll be exploring differen…",FALSE,0,NA,2020-05-12 17:35:47,FALSE,NA,"1260262410578997249",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HouseofSportLDN",5,TRUE,FALSE,NA,NA
"2120","RT @ModeshiftSTARS: How far have you been going on your #active adventures? We'd love to see your journeys - and even any artwork you're cr…",FALSE,0,NA,2020-05-12 17:32:28,FALSE,NA,"1260261574226382848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HL_Hull",3,TRUE,FALSE,NA,NA
"2121","Alot of stupid stuff has happend this week in lockdown <f0><U+009F><U+0098><U+0082>
CHECK IT OUT LINK BELOW <f0><U+009F><U+0091><U+0087>
https://t.co/Cq8NMhe7K6
•
NEW LO… https://t.co/ANoc2G1baP",FALSE,0,NA,2020-05-12 17:26:45,TRUE,NA,"1260260135529840640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZwipeSide",0,FALSE,FALSE,NA,NA
"2122","That’s what I call an active day for sure <f0><U+009F><U+0091><U+008D><f0><U+009F><U+008F><U+00BB><f0><U+009F><U+0098><U+0082> #active #walking #worklife #steps #calories #exercise #hittingmygoals https://t.co/zYcPvMRHP1",FALSE,5,NA,2020-05-12 17:13:49,FALSE,NA,"1260256882528325634",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lavender_901",0,FALSE,FALSE,NA,NA
"2123","A smart person knows what to say 
A wise person knows whether or not to say it 
#fitness #gym #fit #workout… https://t.co/56vwg79sTO",FALSE,0,NA,2020-05-12 17:13:37,TRUE,NA,"1260256830791585792",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ScienceFitDon",0,FALSE,FALSE,NA,NA
"2124","This Year 
Don't Judge 
Inspire 
#fitness #gym #fit #workout  #bodybuilding #fitnessmotivation #training #exercise… https://t.co/SiQ9ELBFOh",FALSE,0,NA,2020-05-12 17:10:36,TRUE,NA,"1260256072872480771",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ScienceFitDon",0,FALSE,FALSE,NA,NA
"2125","If you want to fly.
Give up everything that weighs you down
#fitness #gym #fit #workout  #bodybuilding… https://t.co/NlvaKkqwUU",FALSE,0,NA,2020-05-12 17:09:57,TRUE,NA,"1260255909118455810",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ScienceFitDon",0,FALSE,FALSE,NA,NA
"2126","You will never always be motivated 
You have to learned to be disciplined
#fitness #gym #fit #workout… https://t.co/O4rHtidG5M",FALSE,0,NA,2020-05-12 17:08:16,TRUE,NA,"1260255483102924802",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ScienceFitDon",0,FALSE,FALSE,NA,NA
"2127","If it matters to you...
#health #fitness #fit #gym #dedication #fitspo #fitnessaddict #workout #hiit… https://t.co/UfwqgzcKI6",FALSE,2,NA,2020-05-12 17:04:22,TRUE,NA,"1260254501199634444",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","2by10",0,FALSE,FALSE,NA,NA
"2128","#Teens are often less #active in the #summer. At PARC we are working to change that! Learn more from our… https://t.co/fHYNmS0DY8",FALSE,3,NA,2020-05-12 17:04:00,TRUE,NA,"1260254409637928961",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PAResearchCntr",0,FALSE,FALSE,NA,NA
"2129","RT @sheppardcentre1: How are you staying #Active? #Toronto #ActiveTO https://t.co/vYX4KNP6nB",FALSE,0,NA,2020-05-12 16:55:45,FALSE,NA,"1260252334753488899",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MOCAMERON68",1,TRUE,FALSE,NA,NA
"2130","RT @ActiveWeller: Ahead of Golf Courses opening, get some practice in at home <f0><U+009F><U+008F><U+008C><U+FE0F><U+200D><U+2642><U+FE0F> 

Use household items to build your own crazy golf hole…",FALSE,0,NA,2020-05-12 16:42:38,FALSE,NA,"1260249034863886337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LSC_PhysicalEd",1,TRUE,FALSE,NA,NA
"2131","Working on strength for hill fitness, lost during lockdown &amp; improvement. Farmers walks &amp; calf raises (carrying 20k… https://t.co/YQeOxpv1W9",FALSE,4,NA,2020-05-12 16:42:17,TRUE,NA,"1260248943788687371",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cherylsp_",0,FALSE,FALSE,NA,NA
"2132","Enjoy summer walks and see how you are keeping fit and healthy with this pedometer watch; count your steps and calo… https://t.co/Wx9sqDUxKz",FALSE,1,NA,2020-05-12 16:40:16,TRUE,NA,"1260248437595013123",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BrandMyThingy",0,FALSE,FALSE,NA,NA
"2133","Dont be the guy who pulls his hamstring sprinting! <f0><U+009F><U+00A7><U+00B1> Start creating the foundation to sprint beforehand! Try these… https://t.co/X4LVwb6lmH",FALSE,2,NA,2020-05-12 16:34:45,TRUE,NA,"1260247048974225408",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","bodybyrenaire",0,FALSE,FALSE,"-97.3358","37.6933"
"2134","Let's graduate from sermons to implementation. ""Be doers of the word &amp; not hearers only, deceiving yourself "" #doer… https://t.co/8ZU9quSofd",FALSE,0,NA,2020-05-12 16:29:05,TRUE,NA,"1260245622130688001",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CSteveSimms",0,FALSE,FALSE,NA,NA
"2135","Just one new case and 9 recoveries by today evening. Total #active cases 44 and #recoveries 60. Hard work of… https://t.co/f3J0iLOps0",FALSE,26,NA,2020-05-12 16:29:01,TRUE,NA,"1260245605353320448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JumpingGene15",0,FALSE,FALSE,NA,NA
"2136","RT @Ambitiouscpl247: Great morning run! Amazing feeling the heat of the sunrise! Stay hydrated  my friends!! <f0><U+009F><U+00A5><U+0087><f0><U+009F><U+008F><U+0086><f0><U+009F><U+008F><U+0083><f0><U+009F><U+008F><U+0083><U+200D><U+2640><U+FE0F><f0><U+009F><U+008F><U+0083><U+200D><U+2642><U+FE0F>. #exercise  #getfi…",FALSE,0,NA,2020-05-12 16:21:17,FALSE,NA,"1260243662367264768",NA,"<a href=""http://www.waybetter.org/"" rel=""nofollow"">WaybetterBot</a>","waybetterorg",1,TRUE,FALSE,NA,NA
"2137","RT @ambiandmotiv: Every successful person has these two beliefs: tomorrow will be better than today and I have the power to make it happen.…",FALSE,0,NA,2020-05-12 16:19:08,FALSE,NA,"1260243117388845056",NA,"<a href=""https://www.forza-blu.com"" rel=""nofollow"">Forzablu KE</a>","ForzaBluKenya",1,TRUE,FALSE,NA,NA
"2138","RT @WheelNessInv: Another #bike loaned to a #keyworker today!

This is Nickola, she's a #community #care support worker, &amp; she'll be using…",FALSE,0,NA,2020-05-12 16:18:15,FALSE,NA,"1260242898559340546",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JimDensham",6,TRUE,FALSE,NA,NA
"2139","Year 5 and 6...take a look at your updated PE challenges in your OneDrive folders. Thank you @SRA_PE_Dept #active… https://t.co/ZtmAAUSc6Y",FALSE,4,NA,2020-05-12 16:16:28,TRUE,NA,"1260242447319420928",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SRAPrimary",1,FALSE,FALSE,NA,NA
"2140","@TGenMINDCROWD @brianreetz @APSITMelissa @noahms456 @LoriAndersonEDS @melayne_mills @jesswozzz @baxken… https://t.co/F7pjoO4Vdx",FALSE,1,"TGenMINDCROWD",2020-05-12 16:12:11,TRUE,"1259951306237771776","1260241371417493504","745817053","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RoselliniSusan",1,FALSE,FALSE,NA,NA
"2141","Every successful person has these two beliefs: tomorrow will be better than today and I have the power to make it h… https://t.co/AM54HxfbiS",FALSE,0,NA,2020-05-12 16:06:27,TRUE,NA,"1260239928153321473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ambiandmotiv",1,FALSE,FALSE,NA,NA
"2142","Two for Tuesday Workouts
12:00 p.m.(CT)/ 11:00 a.m. (MT) with OrangeTheory
7:00 p.m. (CT)/ 6:00 p.m. (MT) with Alph… https://t.co/gOpKBVJQ03",FALSE,1,NA,2020-05-12 16:04:42,TRUE,NA,"1260239485960364035",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SpecialRio",0,FALSE,FALSE,NA,NA
"2143","RT @WiseGal_E: 1st <f0><U+009F><U+008C><U+008A> Dope #Active Twittas&gt;&gt; @StudioYYZ @Wankles1 @bassam_javadev @josh_riker16 @thetrapitalist @thomasdimitrako @ProducaWa…",FALSE,0,NA,2020-05-12 16:04:23,FALSE,NA,"1260239406473961473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StanginNbangin",2,TRUE,FALSE,NA,NA
"2144","We're really excited to launch #GirlsUnite live at lunch with 
@Womeninsport_uk 

Every fortnight we'll be explorin… https://t.co/yv94C97B3q",FALSE,4,NA,2020-05-12 15:59:49,TRUE,NA,"1260238258052771842",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sported_NE",0,FALSE,FALSE,NA,NA
"2145","RT @amitbhatt4u: Why #India India Must Not Even Think Of Becoming A #Car Country, Post #Covid_19. 

Instead, the country can use the #Coron…",FALSE,0,NA,2020-05-12 15:56:39,FALSE,NA,"1260237460274999296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SarikaPanda",18,TRUE,FALSE,NA,NA
"2146","RT @SXtraCardiff: Join us on Facebook LIVE tomorrow as we talk to @GlamCricket star @GGWagg about staying #active during #COVID19 and the #…",FALSE,0,NA,2020-05-12 15:56:31,FALSE,NA,"1260237429170200577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alextlock",2,TRUE,FALSE,NA,NA
"2147","Our Y5 @LaceyField learners have been #active finding items to complete the alphabet scavenger hunt- we just hope t… https://t.co/jqpGCkr7RE",FALSE,3,NA,2020-05-12 15:55:22,TRUE,NA,"1260237137053712384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LaceyFieldY5",0,FALSE,FALSE,NA,NA
"2148","RT @sported_UK: We're really excited to launch #GirlsUnite live at lunch with @Womeninsport_uk 
Every fortnight we'll be exploring differen…",FALSE,0,NA,2020-05-12 15:53:55,FALSE,NA,"1260236772434477057",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Womeninsport_uk",5,TRUE,FALSE,NA,NA
"2149","RT @SOTexas: Two for Tuesday Workouts
12:00 p.m.(CT)/ 11:00 a.m. (MT) with OrangeTheory
7:00 p.m. (CT)/ 6:00 p.m. (MT) with Alpha Aesthetic…",FALSE,0,NA,2020-05-12 15:51:25,FALSE,NA,"1260236144673017856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anjelica_jelly",1,TRUE,FALSE,NA,NA
"2150","Another #bike loaned to a #keyworker today!

This is Nickola, she's a #community #care support worker, &amp; she'll be… https://t.co/rnA6Qvl6Dt",FALSE,19,NA,2020-05-12 15:48:43,TRUE,NA,"1260235465892024322",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WheelNessInv",6,FALSE,FALSE,NA,NA
"2151","We're really excited to launch #GirlsUnite live at lunch with @Womeninsport_uk 
Every fortnight we'll be exploring… https://t.co/gD2DUJJIIh",FALSE,18,NA,2020-05-12 15:48:00,TRUE,NA,"1260235283267588096",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","sported_UK",5,FALSE,FALSE,NA,NA
"2152","Great morning run! Amazing feeling the heat of the sunrise! Stay hydrated  my friends!! <f0><U+009F><U+00A5><U+0087><f0><U+009F><U+008F><U+0086><f0><U+009F><U+008F><U+0083><f0><U+009F><U+008F><U+0083><U+200D><U+2640><U+FE0F><f0><U+009F><U+008F><U+0083><U+200D><U+2642><U+FE0F>. #exercise… https://t.co/qg2rBNkFxt",FALSE,1,NA,2020-05-12 15:47:56,TRUE,NA,"1260235265802678274",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ambitiouscpl247",1,FALSE,FALSE,NA,NA
"2153","#Love #LoveGod #LoveQuote #LoveQuotes #LovePics #Loving #Life #Living #Amor #Liebe #Ljubezen #Ljubav #Active… https://t.co/nd4HQtOGuJ",FALSE,0,NA,2020-05-12 15:47:34,TRUE,NA,"1260235174257864706",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TOSCHMihael",0,FALSE,FALSE,NA,NA
"2154","How far have you been going on your #active adventures? We'd love to see your journeys - and even any artwork you'r… https://t.co/THGZNotPiE",FALSE,5,NA,2020-05-12 15:43:22,TRUE,NA,"1260234119386103808",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ModeshiftSTARS",3,FALSE,FALSE,NA,NA
"2155","All the winners have scars.
#quote #motivation #active #strong #lifestyle #meditation #determination #goals… https://t.co/AVVa8fObnH",FALSE,1,NA,2020-05-12 15:42:40,TRUE,NA,"1260233943066034183",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ambiandmotiv",0,FALSE,FALSE,NA,NA
"2156","Two for Tuesday Workouts
12:00 p.m.(CT)/ 11:00 a.m. (MT) with OrangeTheory
7:00 p.m. (CT)/ 6:00 p.m. (MT) with Alph… https://t.co/ZXTRTDnmnM",FALSE,1,NA,2020-05-12 15:41:37,TRUE,NA,"1260233677168160769",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SOTexas",1,FALSE,FALSE,NA,NA
"2157","Avoriaz #Pants are completely new to the #Active #Collection. These stretch pants are excellent for your power walk… https://t.co/MPI2pvm8dQ",FALSE,0,NA,2020-05-12 15:41:33,TRUE,NA,"1260233661288534020",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","DailySportsUSA",0,FALSE,FALSE,NA,NA
"2158","#Tuesday! Stay #safe and stay #active! The range looks like it will be fun to hit up later! https://t.co/b94YBARMUY",FALSE,0,NA,2020-05-12 15:25:25,FALSE,NA,"1260229603156807681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohnPet20659682",0,FALSE,FALSE,NA,NA
